transaction_id,customer_id,project_id,unit_id,demand_amount,collected_amount,outstanding_amount,discount_amount,refund_amount,payment_delay_days,demand_date,payment_date
TXN0224,CUST224,PROJ04,UNIT0224,5000000.0,0.0,5000000.0,0.0,0.0,182,2026-03-30,2026-09-28
TXN0225,CUST225,PROJ05,UNIT0225,80000.0,80000.0,0.0,0.0,0.0,7,2026-03-30,2026-04-06
TXN0226,CUST226,PROJ01,UNIT0226,80000.0,80000.0,0.0,0.0,0.0,7,2026-03-30,2026-04-06
TXN0227,CUST227,PROJ02,UNIT0227,100000.0,100000.0,0.0,0.0,0.0,7,2026-03-30,2026-04-06
TXN0228,CUST228,PROJ03,UNIT0228,120000.0,120000.0,0.0,0.0,0.0,7,2026-03-30,2026-04-06
TXN0229,CUST229,PROJ04,UNIT0229,120000.0,120000.0,0.0,0.0,0.0,7,2026-03-31,2026-04-07
TXN0230,CUST230,PROJ05,UNIT0230,120000.0,120000.0,0.0,0.0,0.0,7,2026-03-31,2026-04-07
TXN0231,CUST231,PROJ01,UNIT0231,80000.0,80000.0,0.0,0.0,0.0,7,2026-03-31,2026-04-07
TXN0232,CUST232,PROJ02,UNIT0232,80000.0,80000.0,0.0,0.0,0.0,7,2026-03-31,2026-04-07
TXN0233,CUST233,PROJ03,UNIT0233,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-01,2026-04-08
TXN0234,CUST234,PROJ04,UNIT0234,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-01,2026-04-08
TXN0235,CUST235,PROJ05,UNIT0235,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-01,2026-04-08
TXN0236,CUST236,PROJ01,UNIT0236,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-01,2026-04-08
TXN0237,CUST237,PROJ02,UNIT0237,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-02,2026-04-09
TXN0238,CUST238,PROJ03,UNIT0238,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-02,2026-04-09
TXN0239,CUST239,PROJ04,UNIT0239,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-02,2026-04-09
TXN0240,CUST240,PROJ05,UNIT0240,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-02,2026-04-09
TXN0241,CUST241,PROJ01,UNIT0241,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-03,2026-04-10
TXN0242,CUST242,PROJ02,UNIT0242,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-03,2026-04-10
TXN0243,CUST243,PROJ03,UNIT0243,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-03,2026-04-10
TXN0244,CUST244,PROJ04,UNIT0244,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-03,2026-04-10
TXN0245,CUST245,PROJ05,UNIT0245,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-06,2026-04-13
TXN0246,CUST246,PROJ01,UNIT0246,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-06,2026-04-13
TXN0247,CUST247,PROJ02,UNIT0247,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-06,2026-04-13
TXN0248,CUST248,PROJ03,UNIT0248,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-06,2026-04-13
TXN0249,CUST249,PROJ04,UNIT0249,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-06,2026-04-13
TXN0250,CUST250,PROJ05,UNIT0250,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-06,2026-04-13
TXN0251,CUST251,PROJ01,UNIT0251,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-06,2026-04-13
TXN0252,CUST252,PROJ02,UNIT0252,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-06,2026-04-13
TXN0253,CUST253,PROJ03,UNIT0253,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-06,2026-04-13
TXN0254,CUST254,PROJ04,UNIT0254,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-06,2026-04-13
TXN0255,CUST255,PROJ05,UNIT0255,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-06,2026-04-13
TXN0256,CUST256,PROJ01,UNIT0256,5000000.0,0.0,5000000.0,0.0,0.0,182,2026-04-06,2026-10-05
TXN0257,CUST257,PROJ02,UNIT0257,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-07,2026-04-14
TXN0258,CUST258,PROJ03,UNIT0258,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-07,2026-04-14
TXN0259,CUST259,PROJ04,UNIT0259,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-07,2026-04-14
TXN0260,CUST260,PROJ05,UNIT0260,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-07,2026-04-14
TXN0261,CUST261,PROJ01,UNIT0261,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-08,2026-04-15
TXN0262,CUST262,PROJ02,UNIT0262,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-08,2026-04-15
TXN0263,CUST263,PROJ03,UNIT0263,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-08,2026-04-15
TXN0264,CUST264,PROJ04,UNIT0264,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-08,2026-04-15
TXN0265,CUST265,PROJ05,UNIT0265,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-09,2026-04-16
TXN0266,CUST266,PROJ01,UNIT0266,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-09,2026-04-16
TXN0267,CUST267,PROJ02,UNIT0267,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-09,2026-04-16
TXN0268,CUST268,PROJ03,UNIT0268,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-09,2026-04-16
TXN0269,CUST269,PROJ04,UNIT0269,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-10,2026-04-17
TXN0270,CUST270,PROJ05,UNIT0270,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-10,2026-04-17
TXN0271,CUST271,PROJ01,UNIT0271,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-10,2026-04-17
TXN0272,CUST272,PROJ02,UNIT0272,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-10,2026-04-17
TXN0273,CUST273,PROJ03,UNIT0273,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-13,2026-04-20
TXN0274,CUST274,PROJ04,UNIT0274,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-13,2026-04-20
TXN0275,CUST275,PROJ05,UNIT0275,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-13,2026-04-20
TXN0276,CUST276,PROJ01,UNIT0276,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-13,2026-04-20
TXN0277,CUST277,PROJ02,UNIT0277,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-13,2026-04-20
TXN0278,CUST278,PROJ03,UNIT0278,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-13,2026-04-20
TXN0279,CUST279,PROJ04,UNIT0279,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-13,2026-04-20
TXN0280,CUST280,PROJ05,UNIT0280,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-13,2026-04-20
TXN0281,CUST281,PROJ01,UNIT0281,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-13,2026-04-20
TXN0282,CUST282,PROJ02,UNIT0282,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-13,2026-04-20
TXN0283,CUST283,PROJ03,UNIT0283,10000000.0,0.0,11000000.0,0.0,1000000.0,182,2026-04-13,2026-10-12
TXN0284,CUST284,PROJ04,UNIT0284,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-13,2026-04-20
TXN0285,CUST285,PROJ05,UNIT0285,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-14,2026-04-21
TXN0286,CUST286,PROJ01,UNIT0286,7500000.0,0.0,7500000.0,0.0,0.0,182,2026-04-14,2026-10-13
TXN0287,CUST287,PROJ02,UNIT0287,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-14,2026-04-21
TXN0288,CUST288,PROJ03,UNIT0288,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-14,2026-04-21
TXN0289,CUST289,PROJ04,UNIT0289,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-15,2026-04-22
TXN0290,CUST290,PROJ05,UNIT0290,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-15,2026-04-22
TXN0291,CUST291,PROJ01,UNIT0291,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-15,2026-04-22
TXN0292,CUST292,PROJ02,UNIT0292,10000000.0,0.0,11000000.0,0.0,1000000.0,182,2026-04-15,2026-10-14
TXN0293,CUST293,PROJ03,UNIT0293,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-16,2026-04-23
TXN0294,CUST294,PROJ04,UNIT0294,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-16,2026-04-23
TXN0295,CUST295,PROJ05,UNIT0295,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-16,2026-04-23
TXN0296,CUST296,PROJ01,UNIT0296,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-16,2026-04-23
TXN0297,CUST297,PROJ02,UNIT0297,10000000.0,0.0,10000000.0,0.0,0.0,182,2026-04-17,2026-10-16
TXN0298,CUST298,PROJ03,UNIT0298,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-17,2026-04-24
TXN0299,CUST299,PROJ04,UNIT0299,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-17,2026-04-24
TXN0300,CUST300,PROJ05,UNIT0300,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-17,2026-04-24
TXN0301,CUST301,PROJ01,UNIT0301,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-20,2026-04-27
TXN0302,CUST302,PROJ02,UNIT0302,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-20,2026-04-27
TXN0303,CUST303,PROJ03,UNIT0303,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-20,2026-04-27
TXN0304,CUST304,PROJ04,UNIT0304,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-20,2026-04-27
TXN0305,CUST305,PROJ05,UNIT0305,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-20,2026-04-27
TXN0306,CUST306,PROJ01,UNIT0306,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-20,2026-04-27
TXN0307,CUST307,PROJ02,UNIT0307,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-20,2026-04-27
TXN0308,CUST308,PROJ03,UNIT0308,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-20,2026-04-27
TXN0309,CUST309,PROJ04,UNIT0309,10000000.0,0.0,10000000.0,0.0,0.0,182,2026-04-20,2026-10-19
TXN0310,CUST310,PROJ05,UNIT0310,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-20,2026-04-27
TXN0311,CUST311,PROJ01,UNIT0311,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-20,2026-04-27
TXN0312,CUST312,PROJ02,UNIT0312,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-20,2026-04-27
TXN0313,CUST313,PROJ03,UNIT0313,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-21,2026-04-28
TXN0314,CUST314,PROJ04,UNIT0314,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-21,2026-04-28
TXN0315,CUST315,PROJ05,UNIT0315,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-21,2026-04-28
TXN0316,CUST316,PROJ01,UNIT0316,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-21,2026-04-28
TXN0317,CUST317,PROJ02,UNIT0317,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-22,2026-04-29
TXN0318,CUST318,PROJ03,UNIT0318,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-22,2026-04-29
TXN0319,CUST319,PROJ04,UNIT0319,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-22,2026-04-29
TXN0320,CUST320,PROJ05,UNIT0320,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-22,2026-04-29
TXN0321,CUST321,PROJ01,UNIT0321,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-23,2026-04-30
TXN0322,CUST322,PROJ02,UNIT0322,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-23,2026-04-30
TXN0323,CUST323,PROJ03,UNIT0323,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-23,2026-04-30
TXN0324,CUST324,PROJ04,UNIT0324,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-23,2026-04-30
TXN0325,CUST325,PROJ05,UNIT0325,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-24,2026-05-01
TXN0326,CUST326,PROJ01,UNIT0326,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-24,2026-05-01
TXN0327,CUST327,PROJ02,UNIT0327,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-24,2026-05-01
TXN0328,CUST328,PROJ03,UNIT0328,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-24,2026-05-01
TXN0329,CUST329,PROJ04,UNIT0329,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-27,2026-05-04
TXN0330,CUST330,PROJ05,UNIT0330,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-27,2026-05-04
TXN0331,CUST331,PROJ01,UNIT0331,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-27,2026-05-04
TXN0332,CUST332,PROJ02,UNIT0332,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-27,2026-05-04
TXN0333,CUST333,PROJ03,UNIT0333,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-27,2026-05-04
TXN0334,CUST334,PROJ04,UNIT0334,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-27,2026-05-04
TXN0335,CUST335,PROJ05,UNIT0335,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-27,2026-05-04
TXN0336,CUST336,PROJ01,UNIT0336,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-27,2026-05-04
TXN0337,CUST337,PROJ02,UNIT0337,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-27,2026-05-04
TXN0338,CUST338,PROJ03,UNIT0338,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-27,2026-05-04
TXN0339,CUST339,PROJ04,UNIT0339,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-27,2026-05-04
TXN0340,CUST340,PROJ05,UNIT0340,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-27,2026-05-04
TXN0341,CUST341,PROJ01,UNIT0341,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-28,2026-05-05
TXN0342,CUST342,PROJ02,UNIT0342,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-28,2026-05-05
TXN0343,CUST343,PROJ03,UNIT0343,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-28,2026-05-05
TXN0344,CUST344,PROJ04,UNIT0344,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-28,2026-05-05
TXN0345,CUST345,PROJ05,UNIT0345,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-29,2026-05-06
TXN0346,CUST346,PROJ01,UNIT0346,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-29,2026-05-06
TXN0347,CUST347,PROJ02,UNIT0347,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-29,2026-05-06
TXN0348,CUST348,PROJ03,UNIT0348,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-29,2026-05-06
TXN0349,CUST349,PROJ04,UNIT0349,80000.0,80000.0,0.0,0.0,0.0,7,2026-04-30,2026-05-07
TXN0350,CUST350,PROJ05,UNIT0350,7500000.0,0.0,8500000.0,0.0,1000000.0,182,2026-04-30,2026-10-29
TXN0351,CUST351,PROJ01,UNIT0351,120000.0,120000.0,0.0,0.0,0.0,7,2026-04-30,2026-05-07
TXN0352,CUST352,PROJ02,UNIT0352,100000.0,100000.0,0.0,0.0,0.0,7,2026-04-30,2026-05-07
TXN0353,CUST353,PROJ03,UNIT0353,7500000.0,0.0,7500000.0,0.0,0.0,182,2026-05-01,2026-10-30
TXN0354,CUST354,PROJ04,UNIT0354,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-01,2026-05-08
TXN0355,CUST355,PROJ05,UNIT0355,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-01,2026-05-08
TXN0356,CUST356,PROJ01,UNIT0356,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-01,2026-05-08
TXN0357,CUST357,PROJ02,UNIT0357,5000000.0,0.0,6000000.0,0.0,1000000.0,182,2026-05-04,2026-11-02
TXN0358,CUST358,PROJ03,UNIT0358,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-04,2026-05-11
TXN0359,CUST359,PROJ04,UNIT0359,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-04,2026-05-11
TXN0360,CUST360,PROJ05,UNIT0360,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-04,2026-05-11
TXN0361,CUST361,PROJ01,UNIT0361,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-04,2026-05-11
TXN0362,CUST362,PROJ02,UNIT0362,5000000.0,0.0,5000000.0,0.0,0.0,182,2026-05-04,2026-11-02
TXN0363,CUST363,PROJ03,UNIT0363,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-04,2026-05-11
TXN0364,CUST364,PROJ04,UNIT0364,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-04,2026-05-11
TXN0365,CUST365,PROJ05,UNIT0365,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-04,2026-05-11
TXN0366,CUST366,PROJ01,UNIT0366,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-04,2026-05-11
TXN0367,CUST367,PROJ02,UNIT0367,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-04,2026-05-11
TXN0368,CUST368,PROJ03,UNIT0368,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-04,2026-05-11
TXN0369,CUST369,PROJ04,UNIT0369,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-05,2026-05-12
TXN0370,CUST370,PROJ05,UNIT0370,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-05,2026-05-12
TXN0371,CUST371,PROJ01,UNIT0371,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-05,2026-05-12
TXN0372,CUST372,PROJ02,UNIT0372,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-05,2026-05-12
TXN0373,CUST373,PROJ03,UNIT0373,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-06,2026-05-13
TXN0374,CUST374,PROJ04,UNIT0374,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-06,2026-05-13
TXN0375,CUST375,PROJ05,UNIT0375,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-06,2026-05-13
TXN0376,CUST376,PROJ01,UNIT0376,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-06,2026-05-13
TXN0377,CUST377,PROJ02,UNIT0377,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-07,2026-05-14
TXN0378,CUST378,PROJ03,UNIT0378,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-07,2026-05-14
TXN0379,CUST379,PROJ04,UNIT0379,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-07,2026-05-14
TXN0380,CUST380,PROJ05,UNIT0380,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-07,2026-05-14
TXN0381,CUST381,PROJ01,UNIT0381,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-08,2026-05-15
TXN0382,CUST382,PROJ02,UNIT0382,10000000.0,0.0,10000000.0,0.0,0.0,182,2026-05-08,2026-11-06
TXN0383,CUST383,PROJ03,UNIT0383,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-08,2026-05-15
TXN0384,CUST384,PROJ04,UNIT0384,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-08,2026-05-15
TXN0385,CUST385,PROJ05,UNIT0385,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-11,2026-05-18
TXN0386,CUST386,PROJ01,UNIT0386,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-11,2026-05-18
TXN0387,CUST387,PROJ02,UNIT0387,5000000.0,0.0,5000000.0,0.0,0.0,182,2026-05-11,2026-11-09
TXN0388,CUST388,PROJ03,UNIT0388,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-11,2026-05-18
TXN0389,CUST389,PROJ04,UNIT0389,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-11,2026-05-18
TXN0390,CUST390,PROJ05,UNIT0390,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-11,2026-05-18
TXN0391,CUST391,PROJ01,UNIT0391,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-11,2026-05-18
TXN0392,CUST392,PROJ02,UNIT0392,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-11,2026-05-18
TXN0393,CUST393,PROJ03,UNIT0393,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-11,2026-05-18
TXN0394,CUST394,PROJ04,UNIT0394,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-11,2026-05-18
TXN0395,CUST395,PROJ05,UNIT0395,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-11,2026-05-18
TXN0396,CUST396,PROJ01,UNIT0396,5000000.0,0.0,6000000.0,0.0,1000000.0,182,2026-05-11,2026-11-09
TXN0397,CUST397,PROJ02,UNIT0397,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-12,2026-05-19
TXN0398,CUST398,PROJ03,UNIT0398,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-12,2026-05-19
TXN0399,CUST399,PROJ04,UNIT0399,7500000.0,0.0,8500000.0,0.0,1000000.0,182,2026-05-12,2026-11-10
TXN0400,CUST400,PROJ05,UNIT0400,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-12,2026-05-19
TXN0401,CUST401,PROJ01,UNIT0401,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-13,2026-05-20
TXN0402,CUST402,PROJ02,UNIT0402,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-13,2026-05-20
TXN0403,CUST403,PROJ03,UNIT0403,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-13,2026-05-20
TXN0404,CUST404,PROJ04,UNIT0404,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-13,2026-05-20
TXN0405,CUST405,PROJ05,UNIT0405,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-14,2026-05-21
TXN0406,CUST406,PROJ01,UNIT0406,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-14,2026-05-21
TXN0407,CUST407,PROJ02,UNIT0407,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-14,2026-05-21
TXN0408,CUST408,PROJ03,UNIT0408,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-14,2026-05-21
TXN0409,CUST409,PROJ04,UNIT0409,10000000.0,0.0,10000000.0,0.0,0.0,182,2026-05-15,2026-11-13
TXN0410,CUST410,PROJ05,UNIT0410,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-15,2026-05-22
TXN0411,CUST411,PROJ01,UNIT0411,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-15,2026-05-22
TXN0412,CUST412,PROJ02,UNIT0412,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-15,2026-05-22
TXN0413,CUST413,PROJ03,UNIT0413,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-18,2026-05-25
TXN0414,CUST414,PROJ04,UNIT0414,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-18,2026-05-25
TXN0415,CUST415,PROJ05,UNIT0415,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-18,2026-05-25
TXN0416,CUST416,PROJ01,UNIT0416,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-18,2026-05-25
TXN0417,CUST417,PROJ02,UNIT0417,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-18,2026-05-25
TXN0418,CUST418,PROJ03,UNIT0418,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-18,2026-05-25
TXN0419,CUST419,PROJ04,UNIT0419,7500000.0,0.0,7500000.0,0.0,0.0,182,2026-05-18,2026-11-16
TXN0420,CUST420,PROJ05,UNIT0420,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-18,2026-05-25
TXN0421,CUST421,PROJ01,UNIT0421,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-18,2026-05-25
TXN0422,CUST422,PROJ02,UNIT0422,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-18,2026-05-25
TXN0423,CUST423,PROJ03,UNIT0423,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-18,2026-05-25
TXN0424,CUST424,PROJ04,UNIT0424,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-18,2026-05-25
TXN0425,CUST425,PROJ05,UNIT0425,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-19,2026-05-26
TXN0426,CUST426,PROJ01,UNIT0426,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-19,2026-05-26
TXN0427,CUST427,PROJ02,UNIT0427,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-19,2026-05-26
TXN0428,CUST428,PROJ03,UNIT0428,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-19,2026-05-26
TXN0429,CUST429,PROJ04,UNIT0429,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-20,2026-05-27
TXN0430,CUST430,PROJ05,UNIT0430,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-20,2026-05-27
TXN0431,CUST431,PROJ01,UNIT0431,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-20,2026-05-27
TXN0432,CUST432,PROJ02,UNIT0432,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-20,2026-05-27
TXN0433,CUST433,PROJ03,UNIT0433,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-21,2026-05-28
TXN0434,CUST434,PROJ04,UNIT0434,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-21,2026-05-28
TXN0435,CUST435,PROJ05,UNIT0435,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-21,2026-05-28
TXN0436,CUST436,PROJ01,UNIT0436,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-21,2026-05-28
TXN0437,CUST437,PROJ02,UNIT0437,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-22,2026-05-29
TXN0438,CUST438,PROJ03,UNIT0438,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-22,2026-05-29
TXN0439,CUST439,PROJ04,UNIT0439,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-22,2026-05-29
TXN0440,CUST440,PROJ05,UNIT0440,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-22,2026-05-29
TXN0441,CUST441,PROJ01,UNIT0441,100000.0,100000.0,0.0,0.0,0.0,7,2026-05-25,2026-06-01
TXN0442,CUST442,PROJ02,UNIT0442,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-25,2026-06-01
TXN0443,CUST443,PROJ03,UNIT0443,120000.0,120000.0,0.0,0.0,0.0,7,2026-05-25,2026-06-01
TXN0444,CUST444,PROJ04,UNIT0444,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-25,2026-06-01
TXN0445,CUST445,PROJ05,UNIT0445,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-25,2026-06-01
TXN0446,CUST446,PROJ01,UNIT0446,80000.0,80000.0,0.0,0.0,0.0,7,2026-05-25,2026-06-01
